,T2M,collisions
3215,15.51,49
3216,16.16,49
3217,18.42,60
3218,18.34,40
3219,17.81,26
3220,19.12,48
3221,12.54,45
3222,9.37,48
3223,10.27,44
3224,13.6,47
3225,15.38,40
3226,16.22,34
3227,17.75,53
3228,19.36,46
3229,17.98,37
3230,14.13,32
3231,14.2,51
3232,12.72,34
3233,11.14,21
3234,12.19,40
3235,13.94,37
3236,14.11,34
3237,9.83,42
3238,8.33,32
3239,8.26,23
3240,10.4,25
3241,12.67,52
3242,13.29,66
3243,9.48,44
3244,9.81,34
3245,10.34,26
3246,8.13,27
3247,9.12,29
3248,10.22,29
3249,12.03,50
3250,13.67,48
3251,14.59,17
3252,11.21,23
3253,9.48,19
3254,10.4,26
3255,11.43,42
3256,10.44,46
3257,9.0,44
3258,8.09,52
3259,9.86,38
3260,7.64,17
3261,5.08,19
3262,3.15,19
3263,0.53,26
3264,1.86,38
3265,5.26,30
3266,7.33,23
3267,9.09,10
3268,6.77,16
3269,7.67,44
3270,9.72,36
3271,11.21,32
3272,9.63,37
3273,8.94,30
3274,10.92,25
3275,11.75,17
3276,9.61,14
3277,4.82,26
3278,3.85,37
3279,7.73,25
3280,8.55,5
3281,6.42,21
3282,7.56,15
3283,7.83,26
3284,7.27,25
3285,6.53,25
3286,8.19,23
3287,9.77,15
3288,9.86,21
3289,10.15,23
3290,11.5,26
3291,9.98,45
3292,9.77,36
3293,9.68,27
3294,12.57,23
3295,12.47,28
3296,11.41,25
3297,13.01,34
3298,11.94,36
3299,9.65,23
3300,8.27,52
3301,11.53,35
3302,11.26,28
3303,8.68,20
3304,8.22,9
3305,6.31,11
3306,6.45,15
3307,4.92,19
3308,3.77,18
3309,4.63,23
3310,6.21,16
3311,7.51,21
3312,8.74,36
3313,7.04,30
3314,8.05,44
3315,9.37,30
3316,7.41,29
3317,7.99,25
3318,8.91,33
3319,9.49,23
3320,9.56,37
3321,8.5,32
3322,9.34,34
3323,7.66,19
3324,6.6,20
3325,7.43,39
3326,6.21,22
3327,6.36,24
3328,7.3,35
3329,9.59,36
3330,10.73,45
3331,10.81,38
3332,10.82,37
3333,12.16,46
3334,13.81,41
3335,13.5,33
3336,10.77,29
3337,9.09,20
3338,7.87,13
3339,7.27,31
3340,7.75,27
3341,7.69,28
3342,9.72,36
3343,10.98,32
3344,7.89,19
3345,9.23,39
3346,11.51,31
3347,9.98,28
3348,7.67,34
3349,5.73,50
3350,7.42,30
3351,9.4,23
3352,9.56,19
3353,8.15,40
3354,5.26,25
3355,4.85,36
3356,7.54,33
3357,10.3,34
3358,7.04,27
3359,7.75,32
3360,13.08,33
3361,16.4,46
3362,16.19,46
3363,14.19,47
3364,13.58,44
3365,15.48,45
3366,14.41,28
3367,12.75,41
3368,13.0,45
3369,13.21,47
3370,10.53,38
3371,9.65,40
3372,12.96,38
3373,16.42,32
3374,14.79,47
3375,12.0,25
3376,8.28,44
3377,8.31,38
3378,9.28,43
3379,8.56,34
3380,7.9,17
3381,6.29,26
3382,8.26,54
3383,13.35,39
3384,14.73,44
3385,14.61,31
3386,12.1,35
3387,10.98,13
3388,8.78,32
3389,10.33,48
3390,12.1,38
3391,14.48,37
3392,14.06,50
3393,15.6,27
3394,17.14,36
3395,16.96,51
3396,10.36,32
3397,6.13,27
3398,8.42,26
3399,13.17,54
3400,15.39,34
3401,17.51,34
3402,18.96,41
3403,15.3,34
3404,10.48,26
3405,8.79,50
3406,11.27,54
3407,14.01,29
3408,15.71,32
3409,18.96,47
3410,17.77,57
3411,15.51,55
3412,14.52,37
3413,17.13,45
3414,15.94,48
3415,12.01,18
3416,11.15,32
3417,11.18,47
3418,15.47,63
3419,17.97,54
3420,19.7,40
3421,20.58,39
3422,20.51,21
3423,13.57,33
3424,15.9,39
3425,18.47,49
3426,16.95,56
3427,13.98,28
3428,11.17,34
3429,12.16,30
3430,13.53,40
3431,15.63,46
3432,15.55,44
3433,14.12,35
3434,13.96,35
3435,18.15,33
3436,22.04,24
3437,21.26,32
3438,19.82,63
3439,21.67,53
3440,23.58,52
3441,24.76,44
3442,26.44,36
3443,26.21,34
3444,22.83,44
3445,22.29,46
3446,21.45,47
3447,17.27,37
3448,19.99,38
3449,23.21,36
3450,25.09,30
3451,26.41,41
3452,22.84,54
3453,19.98,43
3454,23.1,51
3455,21.4,43
3456,19.02,35
3457,19.88,19
3458,22.35,48
3459,25.56,60
3460,26.84,47
3461,24.48,51
3462,24.25,51
3463,25.98,43
3464,30.49,33
3465,32.06,39
3466,28.79,50
3467,26.9,54
3468,24.0,54
3469,24.52,65
3470,25.77,30
3471,27.23,51
3472,27.95,25
3473,27.06,50
3474,26.82,53
3475,27.36,59
3476,28.3,46
3477,29.96,44
3478,29.78,34
3479,29.01,49
3480,27.77,50
3481,28.72,52
3482,32.06,59
3483,32.68,39
3484,32.2,56
3485,31.77,35
3486,30.35,48
3487,27.96,33
3488,27.35,48
3489,26.88,53
3490,28.44,36
3491,29.81,40
3492,28.62,35
3493,27.09,39
3494,25.95,42
3495,25.54,59
3496,26.69,52
3497,27.47,47
3498,27.24,44
3499,26.63,28
3500,26.77,50
3501,27.93,52
3502,27.29,44
3503,26.1,55
3504,26.15,53
3505,25.71,42
3506,24.89,35
3507,25.08,47
3508,25.78,63
3509,24.52,49
3510,24.91,40
3511,26.27,38
3512,25.25,39
3513,25.24,30
3514,26.88,40
3515,28.73,59
3516,27.95,41
3517,27.22,66
3518,27.38,50
3519,27.22,44
3520,24.59,40
3521,27.76,57
3522,32.1,46
3523,34.5,49
3524,31.12,57
3525,26.68,45
3526,19.59,42
3527,18.85,27
3528,19.91,38
3529,22.16,45
3530,26.28,48
3531,29.67,53
3532,29.02,59
3533,28.2,35
3534,26.39,24
3535,26.56,32
3536,24.9,46
3537,19.14,58
3538,18.03,51
3539,21.46,63
3540,24.59,35
3541,24.35,37
3542,23.54,55
3543,22.56,60
3544,22.53,46
3545,23.2,57
3546,23.75,60
3547,23.48,39
3548,22.43,39
3549,21.55,57
3550,20.78,36
3551,17.67,52
3552,19.99,60
3553,23.46,60
3554,27.08,37
3555,28.07,39
3556,29.39,58
3557,31.04,60
3558,30.94,63
3559,28.99,64
3560,27.72,58
3561,26.71,42
3562,24.19,31
3563,16.75,41
3564,14.24,53
3565,15.11,40
3566,15.83,43
3567,17.47,62
3568,19.67,48
3569,21.52,37
3570,22.54,54
3571,24.06,61
3572,24.93,60
3573,25.06,54
3574,24.98,41
3575,22.32,34
3576,18.43,15
3577,15.92,49
3578,18.45,29
3579,19.12,43
3580,16.95,40
3581,16.02,35
3582,15.64,28
3583,16.23,22
3584,13.79,36
3585,11.9,53
3586,13.77,47
3587,16.05,40
3588,15.75,43
3589,12.58,23
3590,13.94,23
3591,15.85,52
3592,18.11,46
3593,21.35,58
3594,22.79,41
3595,21.87,41
3596,17.3,36
3597,13.26,27
3598,9.36,42
3599,9.72,40
3600,10.05,43
3601,9.72,31
3602,11.21,46
3603,12.39,38
3604,14.08,28
3605,15.27,48
3606,14.67,42
3607,13.87,42
3608,14.93,56
3609,11.72,35
3610,8.87,21
3611,5.1,9
3612,5.2,52
3613,4.71,30
3614,2.02,31
3615,3.68,11
3616,7.32,18
3617,5.71,19
3618,3.49,21
3619,3.57,36
3620,7.75,41
3621,8.93,44
3622,9.82,26
3623,10.73,30
3624,11.86,28
3625,11.88,21
3626,10.64,29
3627,11.13,58
3628,12.28,45
3629,12.74,33
3630,13.4,40
3631,13.18,19
3632,13.55,21
3633,11.33,26
3634,10.14,27
3635,8.31,32
3636,7.15,30
3637,7.9,27
3638,8.87,17
3639,9.12,10
3640,4.49,24
3641,6.17,16
3642,8.42,16
3643,8.98,25
3644,9.94,19
3645,9.62,18
3646,6.74,15
3647,7.64,25
3648,6.95,24
3649,4.37,13
3650,0.12,32
3651,1.58,21
3652,3.43,14
3653,2.78,10
3654,4.3,26
3655,5.51,39
3656,6.26,38
3657,6.91,32
3658,7.07,24
3659,3.69,14
3660,3.02,25
3661,3.44,33
3662,7.05,29
3663,10.07,36
3664,10.24,28
3665,10.05,42
3666,11.23,36
3667,12.02,20
3668,12.25,22
3669,10.7,51
3670,8.35,41
3671,10.05,41
3672,10.92,52
3673,10.53,34
3674,11.14,27
3675,10.54,39
3676,11.39,35
3677,11.7,46
3678,12.16,45
3679,10.69,48
3680,8.7,30
3681,7.28,14
3682,6.25,43
3683,6.26,35
3684,5.6,43
3685,6.85,34
3686,8.39,51
3687,10.99,34
3688,12.74,27
3689,13.27,53
3690,7.19,38
3691,7.46,59
3692,8.42,48
3693,10.86,49
3694,13.54,35
3695,12.47,35
3696,9.35,37
3697,11.19,26
3698,7.52,21
3699,5.78,34
3700,8.16,26
3701,5.03,15
3702,4.82,23
3703,5.37,30
3704,6.53,32
3705,6.08,29
3706,6.03,32
3707,5.24,19
3708,1.35,22
3709,2.4,22
3710,6.45,35
3711,7.28,53
3712,8.68,33
3713,10.68,35
3714,11.12,48
3715,13.01,35
3716,11.27,21
3717,8.46,31
3718,9.47,52
3719,14.08,44
3720,13.96,44
3721,10.95,46
3722,9.92,29
3723,11.89,29
3724,14.69,45
3725,15.27,39
3726,10.94,40
3727,9.82,41
3728,8.57,30
3729,6.67,19
3730,6.92,10
3731,6.1,31
3732,7.55,34
3733,6.51,15
3734,5.8,26
3735,7.41,30
3736,7.85,22
3737,9.67,23
3738,10.32,33
3739,11.61,40
3740,14.87,48
3741,17.71,47
3742,20.33,40
3743,16.26,28
3744,12.5,36
3745,15.83,44
3746,16.45,47
3747,13.81,42
3748,6.29,47
3749,4.94,38
3750,7.2,32
3751,9.84,32
3752,11.02,48
3753,11.43,35
3754,8.52,32
3755,10.3,51
3756,14.32,46
3757,16.2,33
3758,16.95,33
3759,15.39,47
3760,16.3,51
3761,15.3,48
3762,13.89,49
3763,13.0,38
3764,13.66,37
3765,13.07,21
3766,12.99,40
3767,12.21,40
3768,14.46,42
3769,14.71,55
3770,11.17,58
3771,13.28,42
3772,15.7,36
3773,18.85,53
3774,18.6,64
3775,21.36,61
3776,23.89,51
3777,21.3,54
3778,16.99,37
3779,13.28,17
3780,11.03,37
3781,14.37,57
3782,16.69,41
3783,18.57,59
3784,19.91,48
3785,14.07,28
3786,10.38,27
3787,9.77,45
3788,10.84,30
3789,12.14,35
3790,15.0,38
3791,18.26,42
3792,18.04,44
3793,15.24,29
3794,13.88,38
3795,15.68,51
3796,17.42,33
3797,15.32,52
3798,16.6,52
3799,14.97,29
3800,12.03,29
3801,15.57,40
3802,16.77,48
3803,14.42,31
3804,14.64,44
3805,15.48,40
3806,14.84,32
3807,16.29,36
3808,15.8,45
3809,17.77,56
3810,19.73,49
3811,21.11,30
3812,20.92,31
3813,17.68,46
3814,19.43,36
3815,22.37,42
3816,25.8,63
3817,26.85,58
3818,23.17,54
3819,22.62,53
3820,23.49,42
3821,23.15,20
3822,27.01,46
3823,29.84,55
3824,29.83,48
3825,26.82,49
3826,24.97,50
3827,23.77,40
3828,24.65,37
3829,26.3,43
3830,24.92,42
3831,18.72,44
3832,22.47,56
3833,26.87,57
3834,30.36,56
3835,31.16,40
3836,31.33,60
3837,31.85,43
3838,32.23,54
3839,31.53,56
3840,31.25,53
3841,28.35,42
3842,26.64,36
3843,24.77,56
3844,23.78,37
3845,23.36,44
3846,21.67,58
3847,21.49,49
3848,22.43,48
3849,24.36,39
3850,25.98,64
3851,26.12,60
3852,28.25,60
3853,28.36,47
3854,27.65,52
3855,28.06,41
3856,28.65,46
3857,27.48,45
3858,27.36,55
3859,27.74,66
3860,29.05,52
3861,29.47,39
3862,29.27,53
3863,29.0,34
3864,28.97,51
3865,28.81,57
3866,28.03,55
3867,25.84,47
3868,26.45,53
3869,26.6,50
3870,26.74,38
3871,26.78,46
3872,27.19,50
3873,26.77,47
3874,26.32,44
3875,27.08,60
3876,28.97,50
3877,27.81,33
3878,27.42,52
3879,26.66,51
3880,26.62,60
3881,27.87,47
3882,25.83,37
3883,24.62,41
3884,24.7,37
3885,25.74,41
3886,28.81,65
3887,30.29,40
3888,28.82,53
3889,30.27,41
3890,31.25,40
3891,29.87,33
3892,28.46,62
3893,26.52,48
3894,25.7,66
3895,25.81,53
3896,27.67,59
3897,27.69,42
3898,27.07,27
3899,26.57,26
3900,28.12,55
3901,29.78,74
3902,28.63,51
3903,28.47,44
3904,26.4,45
3905,25.79,34
3906,26.05,55
3907,26.53,52
3908,26.42,61
3909,24.4,67
3910,22.16,60
3911,21.28,37
3912,24.92,35
3913,27.23,45
3914,27.74,61
3915,28.35,72
3916,28.8,69
3917,29.95,48
3918,26.97,44
3919,20.61,27
3920,22.12,53
3921,24.8,64
3922,27.19,75
3923,28.12,64
3924,24.22,61
3925,22.9,40
3926,22.46,35
3927,19.61,52
3928,16.84,41
3929,13.19,35
3930,10.94,46
3931,13.17,54
3932,15.76,45
3933,17.0,35
3934,18.15,33
3935,20.02,54
3936,20.6,67
3937,22.01,51
3938,23.63,55
3939,22.38,42
3940,20.87,20
3941,21.47,37
3942,22.44,55
3943,19.11,56
3944,18.89,42
3945,18.6,52
3946,19.94,39
3947,21.87,31
3948,20.97,49
3949,16.66,49
3950,14.56,55
3951,15.68,66
3952,17.02,54
3953,16.65,39
3954,18.56,36
3955,17.71,46
3956,16.5,51
3957,15.37,56
3958,14.93,43
3959,8.14,33
3960,7.78,33
3961,7.48,19
3962,7.97,47
3963,9.2,51
3964,11.91,46
3965,13.31,33
3966,13.78,38
3967,11.41,23
3968,12.4,26
3969,10.96,46
3970,11.56,53
3971,12.27,41
3972,12.23,44
3973,10.28,45
3974,8.16,35
3975,7.01,9
3976,8.55,39
3977,9.7,53
3978,11.07,36
3979,10.86,13
3980,10.15,26
3981,13.46,33
3982,15.76,22
3983,13.81,33
3984,12.13,44
3985,9.88,48
3986,10.08,53
3987,9.27,50
3988,6.61,37
3989,7.24,28
3990,6.85,34
3991,7.6,44
3992,7.82,51
3993,7.57,47
3994,10.0,54
3995,9.97,45
3996,7.79,15
3997,7.12,23
3998,7.35,45
3999,7.02,36
4000,5.73,29
4001,7.2,33
4002,9.42,14
4003,8.15,23
4004,7.04,31
4005,7.24,37
4006,7.57,43
4007,6.29,31
4008,5.71,30
4009,8.48,25
4010,9.76,16
4011,8.23,19
4012,7.18,25
4013,10.05,30
4014,10.79,29
4015,10.64,29
4016,10.55,22
4017,13.6,21
4018,13.83,29
4019,12.74,31
4020,13.98,38
4021,12.72,47
4022,10.07,47
4023,9.15,38
4024,10.54,31
4025,12.29,40
4026,12.25,38
4027,11.41,47
4028,11.58,54
4029,13.08,54
4030,12.64,20
4031,10.68,20
4032,3.75,32
4033,3.96,35
4034,6.74,62
4035,7.89,41
4036,9.95,35
4037,7.56,32
4038,6.22,18
4039,6.76,25
4040,7.21,35
4041,10.53,45
4042,12.09,42
4043,11.02,44
4044,11.43,34
4045,13.39,23
4046,10.33,45
4047,10.75,38
4048,10.04,42
4049,8.81,50
4050,10.37,41
4051,11.7,51
4052,11.4,28
4053,11.58,44
4054,11.18,28
4055,11.77,49
4056,14.35,57
4057,14.12,51
4058,10.54,28
4059,9.46,32
4060,6.34,28
4061,5.61,45
4062,5.92,39
4063,7.69,29
4064,9.98,38
4065,7.94,42
4066,6.82,27
4067,8.19,31
4068,9.92,38
4069,13.07,40
4070,13.6,53
4071,15.19,44
4072,10.32,33
4073,8.74,24
4074,6.65,36
4075,6.1,34
4076,6.64,29
4077,6.62,41
4078,8.46,50
4079,12.71,46
4080,15.97,38
4081,16.47,35
4082,7.91,35
4083,6.81,52
4084,11.83,47
4085,14.67,51
4086,12.87,41
4087,10.53,28
4088,11.56,46
4089,11.02,47
4090,12.89,48
4091,15.0,32
4092,12.91,31
4093,5.86,14
4094,3.92,23
4095,5.22,40
4096,10.65,39
4097,14.84,45
4098,14.83,36
4099,11.46,39
4100,11.08,24
4101,9.79,14
4102,8.86,36
4103,11.51,36
4104,11.61,26
4105,13.96,43
4106,15.93,55
4107,11.33,17
4108,8.98,33
4109,11.56,38
4110,14.32,45
4111,11.16,43
4112,7.75,38
4113,9.15,41
4114,14.84,28
4115,16.12,23
4116,16.12,41
4117,13.49,41
4118,10.21,27
4119,9.66,28
4120,7.7,26
4121,8.65,36
4122,12.67,45
4123,15.4,47
4124,17.23,57
4125,16.97,47
4126,17.99,45
4127,22.45,48
4128,24.45,40
4129,25.08,38
4130,20.86,44
4131,17.91,53
4132,19.32,40
4133,15.06,29
4134,14.05,57
4135,16.82,49
4136,19.93,34
4137,21.86,44
4138,18.05,41
4139,16.41,39
4140,16.29,44
4141,15.95,45
4142,16.24,50
4143,19.18,26
4144,21.23,49
4145,23.14,71
4146,24.94,56
4147,21.79,49
4148,22.45,58
4149,23.49,42
4150,23.3,30
4151,19.34,50
4152,20.29,60
4153,22.8,49
4154,21.04,41
4155,18.69,54
4156,22.08,51
4157,24.71,29
4158,23.6,44
4159,22.06,47
4160,19.58,57
4161,18.32,44
4162,12.65,36
4163,14.15,41
4164,17.13,36
4165,20.11,25
4166,20.68,38
4167,23.55,46
4168,27.19,52
4169,29.55,55
4170,25.53,44
4171,25.29,35
4172,19.93,44
4173,15.63,43
4174,19.11,46
4175,22.4,50
4176,22.13,58
4177,20.04,44
4178,23.67,32
4179,27.01,48
4180,27.45,44
4181,25.67,52
4182,26.07,55
4183,26.15,38
4184,31.12,37
4185,31.29,35
4186,28.63,40
4187,25.94,42
4188,28.38,51
4189,26.51,53
4190,22.66,53
4191,21.26,43
4192,21.2,39
4193,20.83,35
4194,21.82,56
4195,24.95,73
4196,26.44,38
4197,25.31,47
4198,25.1,44
4199,25.48,34
4200,26.03,49
4201,26.12,50
4202,27.11,53
4203,26.08,37
4204,26.64,44
4205,29.26,36
4206,29.09,31
4207,29.23,56
4208,31.0,51
4209,33.13,35
4210,31.17,42
4211,30.99,40
4212,27.58,40
4213,26.89,32
4214,25.48,48
4215,22.99,47
4216,24.32,44
4217,27.0,42
4218,28.13,61
4219,30.82,45
4220,31.93,45
4221,30.05,48
4222,27.48,48
4223,26.89,52
4224,26.15,50
4225,25.35,34
4226,25.78,35
4227,26.3,43
4228,28.37,34
4229,30.54,59
4230,29.87,51
4231,29.91,47
4232,29.63,52
4233,28.72,33
4234,28.52,25
4235,28.44,43
4236,30.0,54
4237,30.75,33
4238,33.17,52
4239,34.32,44
4240,34.81,29
4241,33.76,32
4242,34.07,36
4243,33.41,57
4244,31.37,45
4245,30.48,45
4246,30.73,49
4247,31.08,44
4248,29.62,20
4249,29.43,56
4250,28.49,46
4251,27.75,45
4252,28.18,55
4253,28.31,50
4254,27.06,44
4255,23.81,40
4256,25.07,57
4257,27.6,57
4258,28.84,58
4259,29.74,56
4260,24.56,57
4261,22.28,38
4262,25.07,35
4263,27.47,26
4264,28.17,56
4265,28.13,43
4266,27.09,61
4267,26.99,57
4268,27.84,41
4269,27.5,35
4270,26.72,44
4271,25.87,65
4272,26.25,65
4273,28.54,61
4274,28.65,62
4275,28.49,40
4276,27.88,27
4277,25.38,58
4278,24.39,72
4279,24.31,61
4280,24.7,60
4281,26.07,64
4282,26.4,48
4283,27.47,48
4284,24.74,53
4285,23.1,58
4286,24.63,55
4287,26.57,54
4288,26.25,55
4289,25.56,45
4290,27.06,46
4291,28.09,63
4292,28.45,74
4293,27.57,48
4294,23.11,72
4295,20.26,54
4296,20.4,40
4297,19.52,35
4298,18.72,58
4299,18.14,74
4300,17.39,48
4301,15.64,42
4302,14.37,44
4303,16.36,46
4304,19.67,25
4305,20.3,63
4306,21.85,61
4307,23.19,63
4308,24.51,67
4309,22.47,60
4310,19.53,38
4311,16.21,36
4312,11.76,45
4313,11.34,47
4314,11.78,49
4315,14.24,51
4316,15.6,62
4317,17.7,44
4318,19.72,32
4319,19.58,52
4320,19.28,64
4321,17.39,52
4322,15.45,40
4323,15.91,50
4324,16.62,36
4325,18.4,43
4326,20.6,62
4327,21.27,65
4328,19.14,55
4329,12.94,42
4330,7.78,35
4331,6.31,30
4332,7.26,27
4333,10.21,26
4334,12.36,60
4335,14.83,51
4336,14.62,47
4337,13.65,41
4338,13.51,26
4339,11.32,20
4340,13.31,41
4341,13.66,44
4342,12.99,31
4343,12.45,9
4344,13.91,22
4345,14.2,35
4346,11.95,21
4347,12.97,41
4348,12.63,26
4349,11.61,31
4350,13.96,37
4351,13.72,30
4352,13.81,27
4353,12.92,16
4354,11.98,32
4355,13.01,30
4356,13.32,34
4357,11.96,30
4358,10.28,43
4359,9.17,31
4360,10.05,14
4361,12.05,41
4362,11.55,47
4363,8.41,32
4364,5.3,28
4365,4.36,33
4366,4.39,30
4367,6.21,22
4368,8.59,25
4369,5.2,34
4370,2.55,36
4371,5.75,41
4372,6.73,28
4373,7.4,22
4374,6.87,12
4375,6.99,18
4376,6.73,10
4377,5.14,29
4378,3.97,25
4379,4.08,26
4380,4.25,13
4381,3.96,15
4382,3.63,23
4383,3.97,9
4384,5.79,27
4385,6.09,39
4386,6.98,32
4387,7.77,22
4388,4.9,10
4389,5.15,31
4390,7.81,44
4391,10.28,30
4392,3.37,42
4393,1.92,31
4394,1.91,17
4395,0.77,15
4396,1.12,45
4397,4.2,30
4398,7.64,40
4399,10.78,42
4400,11.66,36
4401,11.13,26
4402,10.33,27
4403,11.58,28
4404,12.82,37
4405,12.9,26
4406,12.65,24
4407,12.7,31
4408,10.76,16
4409,5.59,18
4410,4.27,40
4411,6.06,37
4412,9.71,42
4413,11.59,55
4414,12.75,45
4415,12.23,35
4416,10.44,31
4417,10.44,45
4418,9.28,26
4419,7.79,45
4420,7.15,33
4421,4.09,26
4422,4.43,29
4423,5.72,11
4424,6.24,26
4425,7.49,51
4426,9.12,47
4427,11.16,46
4428,13.65,63
4429,13.38,33
4430,10.44,20
4431,9.89,26
4432,5.69,36
4433,5.06,34
4434,5.91,43
4435,7.99,39
4436,7.02,24
4437,7.1,24
4438,9.34,45
4439,9.21,44
4440,11.24,40
4441,12.21,39
4442,14.88,48
4443,16.75,45
4444,12.62,36
4445,11.82,38
4446,11.95,37
4447,8.38,33
4448,8.72,30
4449,7.75,30
4450,9.05,49
4451,10.65,37
4452,13.17,46
4453,15.55,44
4454,18.9,52
4455,19.8,46
4456,17.42,46
4457,15.57,21
4458,13.99,47
4459,14.34,47
4460,15.63,37
4461,14.74,34
4462,12.63,44
4463,11.6,63
4464,12.23,34
4465,14.68,18
4466,14.36,43
4467,14.08,47
4468,15.48,39
4469,15.38,39
4470,18.42,41
4471,18.3,36
4472,14.6,25
4473,13.64,42
4474,14.88,45
4475,17.87,44
4476,15.72,38
4477,15.14,51
4478,15.26,33
4479,15.13,25
4480,11.32,45
4481,13.95,50
4482,17.54,34
4483,16.91,61
4484,18.49,43
4485,18.16,44
4486,15.21,25
4487,12.12,41
4488,10.35,41
4489,12.1,45
4490,14.73,44
4491,18.28,50
4492,19.79,49
4493,20.72,33
4494,22.1,36
4495,21.25,54
4496,20.44,51
4497,18.51,42
4498,19.43,36
4499,22.22,47
4500,22.94,39
4501,25.19,50
4502,22.54,49
4503,22.7,52
4504,24.97,54
4505,25.08,41
4506,24.12,38
4507,18.11,31
4508,17.35,32
4509,15.89,58
4510,18.24,57
4511,19.42,55
4512,22.65,53
4513,26.46,34
4514,27.72,34
4515,27.73,57
4516,24.14,47
4517,21.65,57
4518,18.65,47
4519,18.45,51
4520,19.05,60
4521,21.43,37
4522,24.04,59
4523,22.01,36
4524,15.95,54
4525,15.83,57
4526,19.02,47
4527,19.03,39
4528,18.91,39
4529,18.55,23
4530,20.34,48
4531,21.1,59
4532,22.03,46
4533,24.53,43
4534,28.81,38
4535,28.82,31
4536,26.32,40
4537,26.35,42
4538,26.9,64
4539,27.54,37
4540,30.6,40
4541,33.23,34
4542,29.16,49
4543,24.29,36
4544,26.39,37
4545,27.21,52
4546,22.97,64
4547,25.31,47
4548,26.05,38
4549,24.91,25
4550,24.69,49
4551,21.4,42
4552,20.1,47
4553,22.23,43
4554,23.65,43
4555,25.62,51
4556,22.38,22
4557,21.74,40
4558,26.42,35
4559,28.29,57
4560,30.19,42
4561,32.88,48
4562,33.69,42
4563,34.18,26
4564,34.2,50
4565,33.26,63
4566,33.82,48
4567,33.85,47
4568,30.96,38
4569,28.3,34
4570,28.71,27
4571,29.91,51
4572,31.46,52
4573,31.47,46
4574,29.68,48
4575,28.28,56
4576,28.87,36
4577,29.2,31
4578,27.41,45
4579,25.52,33
4580,25.98,46
4581,28.03,48
4582,29.82,42
4583,31.63,34
4584,31.3,28
4585,28.63,42
4586,29.81,41
4587,30.44,49
4588,30.63,47
4589,30.08,55
4590,29.46,34
4591,29.1,31
4592,27.47,44
4593,27.74,43
4594,27.37,51
4595,25.44,50
4596,24.97,43
4597,25.73,43
4598,26.15,37
4599,26.53,38
4600,25.5,38
4601,24.16,32
4602,23.68,43
4603,24.25,51
4604,24.13,39
4605,24.89,38
4606,26.58,48
4607,28.21,42
4608,28.39,48
4609,29.14,37
4610,30.12,42
4611,29.28,48
4612,27.39,28
4613,31.73,41
4614,30.68,55
4615,28.26,53
4616,27.51,49
4617,25.84,50
4618,26.45,34
4619,26.06,34
4620,26.78,36
4621,27.96,51
4622,28.35,51
4623,28.13,45
4624,29.2,50
4625,29.92,33
4626,28.95,40
4627,28.32,39
4628,27.42,48
4629,26.89,46
4630,25.68,49
4631,26.91,43
4632,29.44,34
4633,28.49,32
4634,27.98,49
4635,27.42,60
4636,24.89,50
4637,24.97,61
4638,26.23,59
4639,26.53,45
4640,24.83,23
4641,25.03,58
4642,21.85,53
4643,21.31,71
4644,24.43,60
4645,23.88,62
4646,18.67,29
4647,17.56,34
4648,20.61,55
4649,21.74,48
4650,16.4,50
4651,15.5,48
4652,16.96,57
4653,19.9,34
4654,21.31,26
4655,20.78,42
4656,20.2,52
4657,19.43,55
4658,16.59,46
4659,18.41,47
4660,20.77,36
4661,23.3,36
4662,21.56,48
4663,18.55,62
4664,12.17,32
4665,14.52,59
4666,15.85,38
4667,16.67,32
4668,15.18,32
4669,17.35,34
4670,18.6,49
4671,19.89,51
4672,18.96,47
4673,19.69,44
4674,20.14,41
4675,19.11,31
4676,19.79,52
4677,20.18,44
4678,20.15,47
4679,17.88,47
4680,17.13,54
4681,18.09,33
4682,17.06,26
4683,11.58,36
4684,11.57,37
4685,11.86,45
4686,14.0,43
4687,17.41,50
4688,17.82,37
4689,13.18,38
4690,11.14,44
4691,12.54,47
4692,16.01,41
4693,17.65,53
4694,16.21,51
4695,16.92,34
4696,17.31,18
4697,17.04,32
4698,18.0,36
4699,16.47,48
4700,16.88,59
4701,12.38,44
4702,11.48,30
4703,12.12,32
4704,13.91,31
4705,13.35,41
4706,13.16,42
4707,12.16,44
4708,11.92,43
4709,11.88,19
4710,10.78,24
4711,10.84,40
4712,12.22,33
4713,14.78,31
4714,13.7,17
4715,13.56,16
4716,12.26,30
4717,12.38,24
4718,13.27,33
4719,7.53,35
4720,3.06,33
4721,2.33,41
4722,2.84,38
4723,2.26,21
4724,-0.34,10
4725,2.6,23
4726,4.53,26
4727,8.09,28
4728,9.41,34
4729,6.65,37
4730,9.63,28
4731,10.96,16
4732,13.28,32
4733,15.33,22
4734,13.66,31
4735,8.22,25
4736,6.52,36
4737,7.31,27
4738,9.34,24
4739,11.33,28
4740,11.26,23
4741,13.63,15
4742,13.55,36
4743,13.99,25
4744,10.51,26
4745,11.89,23
4746,13.0,26
4747,12.12,23
4748,11.45,21
4749,12.89,34
4750,12.63,28
4751,11.73,22
4752,12.99,24
4753,12.26,34
4754,12.03,35
4755,9.99,16
4756,9.62,30
4757,10.24,42
4758,11.36,35
4759,9.03,19
4760,10.97,43
4761,12.57,36
4762,15.12,42
4763,15.7,44
4764,16.39,43
4765,15.24,51
4766,15.49,22
4767,14.39,41
4768,14.18,40
